tweet_id,retweets
1.03924627810064E+018,[]
1.03924630358956E+018,[]
1.03924630645427E+018,[]
1.03924633181296E+018,[]
1.03924645449208E+018,[]
1.03924656822075E+018,[]
1.03924662800218E+018,[]
1.03924687334799E+018,[]
1.03924689351834E+018,[]
1.03924704344777E+018,[]
1.03924706858439E+018,[]
1.03924728932635E+018,[]
1.03924738815246E+018,[]
1.03924750674224E+018,[]
1.03924750908273E+018,[]
1.0392477910323E+018,[]
1.03924783256436E+018,[]
1.03924799386044E+018,[]
1.0392480298726E+018,[]
1.03924814496444E+018,[]
1.03924817878317E+018,[]
1.03924822741607E+018,[]
1.03924827501727E+018,[]
1.03924833403954E+018,[]
1.03924842875512E+018,[]
1.039248459663E+018,[]
1.03924855253339E+018,[]
1.03924875143982E+018,[]
1.0392487646729E+018,[]
1.03924877366131E+018,[]
1.03924880045033E+018,[]
1.03924897034054E+018,[]
1.03924901563908E+018,[]
1.03924926501557E+018,[]
1.03924942253691E+018,[]
1.0392494427576E+018,[]
1.03924946225271E+018,[]
1.03924965511941E+018,[]
1.03924968696263E+018,[]
1.03924969037672E+018,[]
1.03924969648789E+018,[]
1.03924969874862E+018,[]
1.03924972970258E+018,[]
1.03924974189955E+018,[]
1.03924980555654E+018,[]
1.03924981597103E+018,[]
1.03924985334646E+018,[]
1.03924991304819E+018,[]
1.03924995022637E+018,[]
1.03925009044201E+018,[]
1.03925016052457E+018,[]
1.03925016392627E+018,[]
1.03925022147621E+018,[]
1.0392502216525E+018,[]
1.03925028271731E+018,[]
1.03925031227449E+018,[]
1.03925031513513E+018,[]
1.03925032627096E+018,[]
1.03925060127895E+018,[]
1.03925063945968E+018,[]
1.03925067316079E+018,[]
1.03925070682441E+018,[]
1.03925073649066E+018,[]
1.03925076045279E+018,[]
1.03925078828618E+018,[]
1.03925079438884E+018,[]
1.03925080930805E+018,[]
1.03925090302136E+018,[]
1.03925092793121E+018,[]
1.039250930838E+018,[]
1.03925096318445E+018,[]
1.0392510610417E+018,[]
1.03925106695136E+018,[]
1.03925111631409E+018,[]
1.03925116433484E+018,[]
1.03925129250422E+018,[]
1.03925133547509E+018,[]
1.03925140371641E+018,[]
1.03925155104966E+018,[]
1.0392515907194E+018,[]
1.03925166662371E+018,[]
1.03925168015027E+018,[]
1.03925182158234E+018,[]
1.03925186426355E+018,[]
1.03925189761654E+018,[]
1.03925198466526E+018,[]
1.03925200374929E+018,[]
1.03925205184544E+018,[]
1.0392521879253E+018,[]
1.03925223215854E+018,[]
1.03925235971573E+018,[]
1.03925243672316E+018,[]
1.03925253253761E+018,[]
1.03925256545047E+018,[]
1.03925258643043E+018,[]
1.03925274147276E+018,[]
1.03925279245465E+018,[]
1.03925281510391E+018,[]
1.03925286108604E+018,[]
1.03925312329284E+018,[]
1.03925323109916E+018,[]
1.03925324453771E+018,[]
1.03925333242934E+018,[]
1.03925344326802E+018,[]
1.03925347193177E+018,[]
1.03925357262869E+018,[]
1.03925368683965E+018,[]
1.03925378325411E+018,[]
1.03925383741518E+018,[]
1.03925388647161E+018,[]
1.03925399124947E+018,[]
1.03925404914783E+018,[]
1.03925405010407E+018,[]
1.0392541614503E+018,[]
1.03925425466873E+018,[]
1.0392542888061E+018,[]
1.03925434369683E+018,[]
1.03925442460516E+018,[]
1.03925443992272E+018,[]
1.03925444873917E+018,[]
1.03925454186524E+018,[]
1.03925471564365E+018,[]
1.03925473697587E+018,[]
1.03925475928123E+018,[]
1.03925485540211E+018,[]
1.0392549058343E+018,[]
1.03925491916379E+018,[]
1.03925495260089E+018,[]
1.03925513187798E+018,[]
1.03925519918403E+018,[]
1.03925521804583E+018,[]
1.03925541857951E+018,[]
1.03925543581408E+018,[]
1.03925558959393E+018,[]
1.0392556719534E+018,[]
1.03925577533454E+018,[]
1.03925583048126E+018,[]
1.03925586427903E+018,[]
1.03925588512052E+018,[]
1.03925588882409E+018,[]
1.03925596101644E+018,[]
1.03925618549541E+018,[]
1.03925619478177E+018,[]
1.03925629157375E+018,[]
1.03925636609375E+018,[]
1.03925638337026E+018,[]
1.03925640021035E+018,[]
1.03925640867451E+018,[]
1.03925641713442E+018,[]
1.03925656043282E+018,[]
1.03925670128169E+018,[]
1.03925670493493E+018,[]
1.03925690357297E+018,[]
1.03925692314785E+018,[]
1.03925696829527E+018,[]
1.03925704682947E+018,[]
1.03925720574724E+018,[]
1.03925720924972E+018,[]
1.03925726944629E+018,[]
1.039257297267E+018,[]
1.0392573234186E+018,[]
1.03925734035107E+018,[]
1.03925737543637E+018,[]
1.03925738373254E+018,[]
1.03925742008059E+018,[]
1.03925752449773E+018,[]
1.03925763789062E+018,[]
1.03925763818854E+018,[]
1.0392576699099E+018,[]
1.03925769043683E+018,[]
1.03925791521818E+018,[]
1.03925836393314E+018,[]
1.039258429725E+018,[]
1.03925858735121E+018,[]
1.03925864987987E+018,[]
1.03925872490333E+018,[]
1.03925891136526E+018,[]
1.03925915296566E+018,[]
1.03925917408381E+018,[]
1.0392593496366E+018,[]
1.03925973472404E+018,[]
1.03925982878967E+018,[]
1.03925985135498E+018,[]
1.03925986546047E+018,[]
1.03926001707597E+018,[]
1.03926008418073E+018,[]
1.03926023499964E+018,[]
1.03926024237316E+018,[]
1.03926032703519E+018,[]
1.03926034804866E+018,[]
1.03926036384447E+018,[]
1.03926045312016E+018,[]
1.03926059405286E+018,[]
1.03926061378303E+018,[]
1.03926062561935E+018,[]
1.03926062582068E+018,[]
1.03926072226872E+018,[]
1.03926081238327E+018,[]
1.03926084672611E+018,[]
1.03926085432631E+018,[]
1.03926094868137E+018,[]
1.03926098886285E+018,[]
1.03926107834409E+018,[]
1.03926126738557E+018,[]
1.03926136780986E+018,[]
1.03926140328508E+018,[]
1.03926150216598E+018,[]
1.03926155236343E+018,[]
1.03926159103069E+018,[]
1.03926161837756E+018,[]
1.03926163914344E+018,[]
1.03926173691274E+018,[]
1.03926175182775E+018,[]
1.03926176283353E+018,[]
1.03926179776369E+018,[]
1.03926179902624E+018,[]
1.03926180242361E+018,[]
1.03926188153234E+018,[]
1.03926190799845E+018,[]
1.03926193010245E+018,[]
1.03926195002532E+018,[]
1.03926195223579E+018,[]
1.03926196275923E+018,[]
1.03926202072875E+018,[]
1.03926209545442E+018,[]
1.03926214139463E+018,[]
1.03926214432645E+018,[]
1.03926215689264E+018,[]
1.03926216855702E+018,[]
1.03926219695659E+018,[]
1.03926222351498E+018,[]
1.03926224054798E+018,[]
1.03926230904521E+018,[]
1.0392624974827E+018,[]
1.03926249946242E+018,[]
1.03926256742273E+018,[]
1.03926286490375E+018,[]
1.0392628966796E+018,[]
1.03926295884771E+018,[]
1.03926309593858E+018,[]
1.03926317945133E+018,[]
1.03926328838566E+018,[]
1.03926338950626E+018,[]
1.03926342152562E+018,[]
1.03926354491786E+018,[]
1.0392636535335E+018,[]
1.03926368269643E+018,[]
1.0392636937232E+018,[]
1.03926370066915E+018,[]
1.03926375757321E+018,[]
1.03926386913331E+018,[]
1.03926399642629E+018,[]
1.03926401238961E+018,[]
1.03926402321533E+018,[]
1.03926408196053E+018,[]
1.0392641682963E+018,[]
1.03926420872933E+018,[]
1.03926428750659E+018,[]
1.03926451301754E+018,[]
1.03926462857504E+018,[]
1.03926468471559E+018,[]
1.03926479138111E+018,[]
1.03926486997399E+018,[]
1.03926488654982E+018,[]
1.03926495273169E+018,[]
1.03926500775682E+018,[]
1.03926530928518E+018,[]
1.03926552704528E+018,[]
1.03926557098893E+018,[]
1.03926566992838E+018,[]
1.03926572035656E+018,[]
1.03926576542434E+018,[]
1.03926577745356E+018,[]
1.03926587342749E+018,[]
1.03926587843561E+018,[]
1.03926593616588E+018,[]
1.03926594012111E+018,[]
1.03926600585012E+018,[]
1.03926604570871E+018,[]
1.03926607680522E+018,[]
1.03926620025616E+018,[]
1.03926630672013E+018,[]
1.03926644646608E+018,[]
1.03926645374312E+018,[]
1.03926657734512E+018,[]
1.03926681658805E+018,[]
1.03926694206917E+018,[]
1.03926695752518E+018,[]
1.03926698212477E+018,[]
1.03926703249829E+018,[]
1.03926704726237E+018,[]
1.03926710248039E+018,[]
1.0392671218914E+018,[]
1.0392672075812E+018,[]
1.03926723512103E+018,[]
1.03926728796067E+018,[]
1.03926733915219E+018,[]
1.03926754213145E+018,[]
1.0392676260973E+018,[]
1.03926764802506E+018,[]
1.0392676606919E+018,[]
1.03926783650455E+018,[]
1.0392678661708E+018,[]
1.03926805169331E+018,[]
1.03926809040254E+018,[]
1.03926810521263E+018,[]
1.03926814511723E+018,[]
1.03926822215403E+018,[]
1.03926832170981E+018,[]
1.03926846935367E+018,[]
1.03926851143092E+018,[]
1.03926857593093E+018,[]
1.03926876771548E+018,[]
1.03926879101478E+018,[]
1.0392688233446E+018,[]
1.03926890361518E+018,[]
1.03926897079109E+018,[]
1.03926903790835E+018,[]
1.03926917746969E+018,[]
1.03926924034223E+018,[]
1.03926938747428E+018,[]
1.03926949582143E+018,[]
1.03926959135089E+018,[]
1.03926962278713E+018,[]
1.03926973214939E+018,[]
1.0392697475299E+018,[]
1.03926981239083E+018,[]
1.0392699858253E+018,[]
1.0392700484882E+018,[]
1.03927007694231E+018,[]
1.03927014915548E+018,[]
1.03927016969934E+018,[]
1.03927022256861E+018,[]
1.03927024414829E+018,[]
1.03927025591752E+018,[]
1.03927032030421E+018,[]
1.03927034584321E+018,[]
1.03927047134955E+018,[]
1.03927052610597E+018,[]
1.03927082440507E+018,[]
1.03927084660954E+018,[]
1.03927091574858E+018,[]
1.03927111825791E+018,[]
1.03927116206316E+018,[]
1.03927120873336E+018,[]
1.03927124427163E+018,[]
1.03927125372128E+018,[]
1.03927129957767E+018,[]
1.03927153348567E+018,[]
1.03927158489113E+018,[]
1.03927160344251E+018,[]
1.03927179778539E+018,[]
1.039271841809E+018,[]
1.03927188053082E+018,[]
1.03927198845446E+018,[]
1.03927223326322E+018,[]
1.03927227016484E+018,[]
1.03927230626521E+018,[]
1.03927234744075E+018,[]
1.03927234947912E+018,[]
1.03927245212638E+018,[]
1.0392724907056E+018,[]
1.03927256835888E+018,[]
1.03927257974641E+018,[]
1.03927286240901E+018,[]
1.03927290610509E+018,[]
1.03927296845773E+018,[]
1.03927299423599E+018,[]
1.03927310917248E+018,[]
1.0392731590887E+018,[]
1.03927328810978E+018,[]
1.03927334979133E+018,[]
1.0392734062215E+018,[]
1.03927346265145E+018,[]
1.03927362335221E+018,[]
1.03927365303111E+018,[]
1.0392736626317E+018,[]
1.039273696417E+018,[]
1.03927381462927E+018,[]
1.03927386015003E+018,[]
1.03927395342297E+018,[]
1.0392743014411E+018,[]
1.03927452812651E+018,[]
1.03927456271694E+018,[]
1.03927474079864E+018,[]
1.03927481960542E+018,[]
1.03927484356754E+018,[]
1.03927489294702E+018,[]
1.03927490006061E+018,[]
1.03927496513104E+018,[]
1.03927497411524E+018,[]
1.03927508682459E+018,[]
1.03927531557347E+018,[]
1.03927534728668E+018,[]
1.03927535713071E+018,[]
1.0392753608846E+018,[]
1.03927545328087E+018,[]
1.0392754603651E+018,[]
1.03927547447473E+018,[]
1.03927570304754E+018,[]
1.03927592187277E+018,[]
1.03927598654455E+018,[]
1.03927614213662E+018,[]
1.03927628122816E+018,[]
1.03927639154247E+018,[]
1.03927646595787E+018,[]
1.03927647995428E+018,[]
1.03927651486764E+018,[]
1.03927693305235E+018,[]
1.03927695354986E+018,[]
1.03927705168404E+018,[]
1.03927706756768E+018,[]
1.03927717571374E+018,[]
1.03927725189914E+018,[]
1.03927729031059E+018,[]
1.03927732310159E+018,[]
1.03927746635792E+018,[]
1.03927776031164E+018,[]
1.03927781570169E+018,[]
1.03927790969603E+018,[]
1.03927802276606E+018,[]
1.03927804265966E+018,[]
1.03927810986493E+018,[]
1.03927836367492E+018,[]
1.03927858098159E+018,[]
1.03927858166967E+018,[]
1.03927863277715E+018,[]
1.03927878057196E+018,[]
1.03927899279117E+018,[]
1.03927943994172E+018,[]
1.03927954489573E+018,[]
1.03927961177793E+018,[]
1.03927969135248E+018,[]
1.03927982111168E+018,[]
1.03927989433996E+018,[]
1.03927995960334E+018,[]
1.03927996889797E+018,[]
1.03928003550772E+018,[]
1.03928005489377E+018,[]
1.03928016105583E+018,[]
1.03928016140394E+018,[]
1.03928032176056E+018,[]
1.03928040591083E+018,[]
1.03928048851764E+018,[]
1.03928057598152E+018,[]
1.03928058840507E+018,[]
1.03928072595719E+018,[]
1.03928075239815E+018,[]
1.03928075753176E+018,[]
1.03928077912426E+018,[]
1.03928079208883E+018,[]
1.03928087178061E+018,[]
1.03928092939341E+018,[]
1.0392809540519E+018,[]
1.03928106185809E+018,[]
1.03928115186767E+018,[]
1.03928165260047E+018,[]
1.0392816726033E+018,[]
1.03928168309305E+018,[]
1.03928172640357E+018,[]
1.03928187629545E+018,[]
1.03928197294044E+018,[]
1.03928209589657E+018,[]
1.03928210077875E+018,[]
1.03928210582875E+018,[]
1.03928222071494E+018,[]
1.03928222931325E+018,[]
1.03928233261891E+018,[]
1.03928237458298E+018,[]
1.03928239040802E+018,[]
1.03928244796233E+018,[]
1.03928262638383E+018,[]
1.03928265816826E+018,[]
1.03928275895738E+018,[]
1.03928276266096E+018,[]
1.03928277916128E+018,[]
1.03928291911682E+018,[]
1.03928292471209E+018,[]
1.03928293797441E+018,[]
1.03928312808128E+018,[]
1.03928316624924E+018,[]
1.03928318976687E+018,[]
1.03928319752633E+018,[]
1.03928333117352E+018,[]
1.03928348799031E+018,[]
1.03928352742098E+018,[]
1.0392835454732E+018,[]
1.03928356048868E+018,[]
1.03928363979479E+018,[]
1.03928365627838E+018,[]
1.03928367079482E+018,[]
1.03928388944808E+018,[]
1.03928390162419E+018,[]
1.03928397520067E+018,[]
1.03928403214668E+018,[]
1.03928419000356E+018,[]
1.03928420685629E+018,[]
1.0392842372859E+018,[]
1.03928425445306E+018,[]
1.03928427500113E+018,[]
1.03928433611617E+018,[]
1.03928434730234E+018,[]
1.03928448115951E+018,[]
1.03928454222443E+018,[]
1.03928465559649E+018,[]
1.03928470218675E+018,[]
1.03928472025586E+018,[]
1.03928485827777E+018,[]
1.03928491425915E+018,[]
1.03928502580254E+018,[]
1.03928516594255E+018,[]
1.03928518447718E+018,[]
1.03928528136561E+018,[]
1.0392854060791E+018,[]
1.03928541441717E+018,[]
1.03928551699329E+018,[]
1.0392855566546E+018,[]
1.03928558449216E+018,[]
1.03928568105329E+018,[]
1.03928577129375E+018,[]
1.03928578969847E+018,[]
1.03928593815586E+018,[]
1.03928594511426E+018,[]
1.0392861681002E+018,[]
1.03928628424472E+018,[]
1.03928628842639E+018,[]
1.03928633761284E+018,[]
1.03928638980277E+018,[]
1.03928647519462E+018,[]
1.03928657469171E+018,[]
1.03928663326116E+018,[]
1.03928677653012E+018,[]
1.03928692438353E+018,[]
1.03928693653012E+018,[]
1.03928702974026E+018,[]
1.03928707357899E+018,[]
1.03928716279622E+018,[]
1.03928716826139E+018,[]
1.03928726156363E+018,[]
1.03928727720006E+018,[]
1.03928734717778E+018,[]
1.03928746294902E+018,[]
1.03928760354621E+018,[]
1.0392876472257E+018,[]
1.03928767904775E+018,[]
1.03928777495488E+018,[]
1.03928778710161E+018,[]
1.03928783044132E+018,[]
1.03928784503326E+018,[]
1.03928785309898E+018,[]
1.03928787574401E+018,[]
1.03928792626842E+018,[]
1.03928808317331E+018,[]
1.03928816317128E+018,[]
1.03928824329488E+018,[]
1.03928829063199E+018,[]
1.03928831194744E+018,[]
1.03928842078521E+018,[]
1.03928855797692E+018,[]
1.03928888647902E+018,[]
1.03928892993193E+018,[]
1.03928907851102E+018,[]
1.03928916421722E+018,[]
1.03928924885842E+018,[]
1.03928925819494E+018,[]
1.03928942782086E+018,[]
1.03928943019497E+018,[]
1.03928944365453E+018,[]
1.03928946967595E+018,[]
1.03928949546672E+018,[]
1.03928953173471E+018,[]
1.03928957500735E+018,[]
1.03928966771008E+018,[]
1.03928967744499E+018,[]
1.03928971225353E+018,[]
1.03928971889316E+018,[]
1.03928973727681E+018,[]
1.03928976277817E+018,[]
1.03928977400211E+018,[]
1.03928978166513E+018,[]
1.03928978584265E+018,[]
1.03928991442321E+018,[]
1.03928994988181E+018,[]
1.03928997394438E+018,[]
1.03929002597911E+018,[]
1.03929006030949E+018,[]
1.0392900671588E+018,[]
1.03929008114681E+018,[]
1.03929021474372E+018,[]
1.03929022331682E+018,[]
1.03929034402056E+018,[]
1.03929052092365E+018,[]
1.03929062854542E+018,[]
1.03929086057014E+018,[]
1.03929086551935E+018,[]
1.03929088557219E+018,[]
1.03929120290078E+018,[]
1.03929138241278E+018,[]
1.0392914507464E+018,[]
1.03929157552262E+018,[]
1.03929160049127E+018,[]
1.03929169839075E+018,[]
1.03929172483157E+018,[]
1.03929178216344E+018,[]
1.03929185591196E+018,[]
1.03929193705485E+018,[]
1.0392919550024E+018,[]
1.03929207837371E+018,[]
1.03929215876588E+018,[]
1.03929217661268E+018,[]
1.03929221157641E+018,[]
1.03929239635646E+018,[]
1.03929249465419E+018,[]
1.03929252786044E+018,[]
1.03929258952089E+018,[]
1.03929264476815E+018,[]
1.03929268400179E+018,[]
1.03929270941916E+018,[]
1.03929287793801E+018,[]
1.03929325023267E+018,[]
1.03929333134654E+018,[]
1.03929337918258E+018,[]
1.03929341151209E+018,[]
1.03929357329915E+018,[]
1.03929357920894E+018,[]
1.03929358396929E+018,[]
1.03929359940431E+018,[]
1.03929377517083E+018,[]
1.03929382810311E+018,[]
1.03929389955287E+018,[]
1.03929398431559E+018,[]
1.03929408329298E+018,[]
1.03929408361151E+018,[]
1.0392943635312E+018,[]
1.03929478591012E+018,[]
1.03929480236019E+018,[]
1.03929500014679E+018,[]
1.03929502866391E+018,[]
1.03929504100351E+018,[]
1.03929505589749E+018,[]
1.03929507914225E+018,[]
1.03929511996954E+018,[]
1.03929534071995E+018,[]
1.03929558128026E+018,[]
1.03929560278446E+018,[]
1.03929565213044E+018,[]
1.03929565739009E+018,[]
1.0392957275859E+018,[]
1.03929580128386E+018,[]
1.03929612243769E+018,[]
1.03929613574627E+018,[]
1.03929616028708E+018,[]
1.03929625038079E+018,[]
1.03929629478156E+018,[]
1.03929633938391E+018,[]
1.03929636432739E+018,[]
1.03929637160031E+018,[]
1.03929648515275E+018,[]
1.03929651886653E+018,[]
1.0392965292221E+018,[]
1.03929653923826E+018,[]
1.0392966651847E+018,[]
1.03929667112399E+018,[]
1.03929674485547E+018,[]
1.03929683669829E+018,[]
1.03929687302102E+018,[]
1.03929690288447E+018,[]
1.03929691608815E+018,[]
1.03929693555792E+018,[]
1.03929697503902E+018,[]
1.03929715382537E+018,[]
1.03929715437895E+018,[]
1.03929731523907E+018,[]
1.03929742456782E+018,[]
1.03929743857672E+018,[]
1.0392975759738E+018,[]
1.03929800707276E+018,[]
1.03929805018595E+018,[]
1.03929840989364E+018,[]
1.03929848587346E+018,[]
1.03929857306053E+018,[]
1.03929865202662E+018,[]
1.03929878685252E+018,[]
1.03929891229576E+018,[]
1.03929893137153E+018,[]
1.03929920830445E+018,[]
1.03929924926614E+018,[]
1.0392992532422E+018,[]
1.03929925921511E+018,[]
1.03929928933421E+018,[]
1.03929937007881E+018,[]
1.03929953910508E+018,[]
1.0392996824329E+018,[]
1.03929974729786E+018,[]
1.03929992648266E+018,[]
1.03930004911154E+018,[]
1.03930020292091E+018,[]
1.03930023236494E+018,[]
1.03930033493663E+018,[]
1.03930033669824E+018,[]
1.03930037987016E+018,[]
1.03930054808678E+018,[]
1.0393007199905E+018,[]
1.0393007352829E+018,[]
1.03930086537349E+018,[]
1.03930125299008E+018,[]
1.03930133183043E+018,[]
1.03930153694441E+018,[]
1.03930180117298E+018,[]
1.03930201449527E+018,[]
1.03930220320128E+018,[]
1.03930224458647E+018,[]
1.03930224981235E+018,[]
1.03930246230838E+018,[]
1.0393024967228E+018,[]
1.03930252685474E+018,[]
1.03930256995519E+018,[]
1.03930276192026E+018,[]
1.03930287619825E+018,[]
1.03930302845982E+018,[]
1.03930304661271E+018,[]
1.03930304831136E+018,[]
1.0393031005684E+018,[]
1.03930320493941E+018,[]
1.03930325712919E+018,[]
1.03930340274267E+018,[]
1.03930352389511E+018,[]
1.03930367754527E+018,[]
1.03930369317738E+018,[]
1.03930405413084E+018,[]
1.03930421728509E+018,[]
1.03930424111292E+018,[]
1.0393042569504E+018,[]
1.03930428115588E+018,[]
1.03930430544509E+018,[]
1.03930442371595E+018,[]
1.03930458907651E+018,[]
1.03930461393203E+018,[]
1.03930481361025E+018,[]
1.03930518351832E+018,[]
1.03930519954068E+018,[]
1.03930521943839E+018,[]
1.03930528260468E+018,[]
1.03930535220496E+018,[]
1.03930542020726E+018,[]
1.03930542152009E+018,[]
1.03930552297589E+018,[]
1.03930558090777E+018,[]
1.03930564509326E+018,[]
1.03930611845817E+018,[]
1.03930617499319E+018,[]
1.03930620072529E+018,[]
1.03930634286189E+018,[]
1.03930641405173E+018,[]
1.03930653263294E+018,[]
1.03930663370731E+018,[]
1.03930684049928E+018,[]
1.03930686558099E+018,[]
1.03930693870469E+018,[]
1.03930698257711E+018,[]
1.03930699184647E+018,[]
1.03930704401098E+018,[]
1.03930704527358E+018,[]
1.03930707267491E+018,[]
1.03930713312728E+018,[]
1.03930713538379E+018,[]
1.03930718933947E+018,[]
1.03930720492551E+018,[]
1.0393072166738E+018,[]
1.03930724676788E+018,[]
1.03930725813444E+018,[]
1.03930738221874E+018,[]
1.03930746697708E+018,[]
1.03930766363551E+018,[]
1.03930768539149E+018,[]
1.03930775176214E+018,[]
1.03930795594085E+018,[]
1.03930799367282E+018,[]
1.03930813497451E+018,[]
1.03930827100022E+018,[]
1.03930846512098E+018,[]
1.03930861960976E+018,[]
1.0393086207716E+018,[]
1.03930867901358E+018,[]
1.03930871614167E+018,[]
1.03930875751009E+018,[]
1.03930876649848E+018,[]
1.03930886004824E+018,[]
1.03930886894838E+018,[]
1.03930895291014E+018,[]
1.03930899154808E+018,[]
1.0393090065677E+018,[]
1.03930919519407E+018,[]
1.03930927715919E+018,[]
1.03930927767085E+018,[]
1.03930930888491E+018,[]
1.03930948645476E+018,[]
1.03930953291948E+018,[]
1.03930955165118E+018,[]
1.03930957239609E+018,[]
1.03930962289569E+018,[]
1.03930964463897E+018,[]
1.03930966626041E+018,[]
1.03930968422898E+018,[]
1.03930973034954E+018,[]
1.03930973069344E+018,[]
1.03930976398369E+018,[]
1.03930981449144E+018,[]
1.03931000315548E+018,[]
1.0393100509913E+018,[]
1.03931020740964E+018,[]
1.03931049053361E+018,[]
1.03931052500238E+018,[]
1.03931057814416E+018,[]
1.03931061183266E+018,[]
1.0393107213419E+018,[]
1.03931073329132E+018,[]
1.03931105801873E+018,[]
1.03931107421277E+018,[]
1.03931129966097E+018,[]
1.03931141541098E+018,[]
1.03931162710589E+018,[]
1.03931174411035E+018,[]
1.03931183583543E+018,[]
1.03931185035633E+018,[]
1.03931201700843E+018,[]
1.03931226527363E+018,[]
1.03931247196058E+018,[]
1.03931259510952E+018,[]
1.03931279307223E+018,[]
1.03931289231369E+018,[]
1.03931322284564E+018,[]
1.03931334198085E+018,[]
1.03931334557525E+018,[]
1.03931343701533E+018,[]
1.03931345560014E+018,[]
